customer_id,age,gender,month,visits,avg_session_time,pages_viewed,purchases,avg_purchase_value,monthly_spent,is_churned
5,60,Male,2024-08,0,0.0,0,0,0.0,0.0,1
5,60,Male,2024-09,0,0.0,0,0,0.0,0.0,1
5,60,Male,2024-10,0,0.0,0,0,0.0,0.0,1
5,60,Male,2024-11,0,0.0,0,0,0.0,0.0,1
5,60,Male,2024-12,0,0.0,0,0,0.0,0.0,1
6,25,Male,2024-01,12,3.04,28,1,30.08,30.08,0
6,25,Male,2024-02,8,6.99,17,1,38.65,38.65,0
6,25,Male,2024-03,13,3.83,27,3,50.58,151.74,0
6,25,Male,2024-04,16,2.91,31,2,20.5,41.01,0
6,25,Male,2024-05,14,6.72,37,5,41.25,206.27,0
6,25,Male,2024-06,16,4.81,36,1,48.71,48.71,1
6,25,Male,2024-07,0,0.0,0,0,0.0,0.0,1
6,25,Male,2024-08,0,0.0,0,0,0.0,0.0,1
6,25,Male,2024-09,0,0.0,0,0,0.0,0.0,1
6,25,Male,2024-10,0,0.0,0,0,0.0,0.0,1
6,25,Male,2024-11,0,0.0,0,0,0.0,0.0,1
6,25,Male,2024-12,0,0.0,0,0,0.0,0.0,1
7,38,Male,2024-01,12,5.48,21,4,89.03,356.1,0
7,38,Male,2024-02,5,3.84,10,1,58.83,58.83,1
7,38,Male,2024-03,0,0.0,0,0,0.0,0.0,1
7,38,Male,2024-04,0,0.0,0,0,0.0,0.0,1
7,38,Male,2024-05,0,0.0,0,0,0.0,0.0,1
7,38,Male,2024-06,0,0.0,0,0,0.0,0.0,1
7,38,Male,2024-07,0,0.0,0,0,0.0,0.0,1
7,38,Male,2024-08,0,0.0,0,0,0.0,0.0,1
7,38,Male,2024-09,0,0.0,0,0,0.0,0.0,1
7,38,Male,2024-10,0,0.0,0,0,0.0,0.0,1
7,38,Male,2024-11,0,0.0,0,0,0.0,0.0,1
7,38,Male,2024-12,0,0.0,0,0,0.0,0.0,1
8,56,Male,2024-01,13,2.1,20,4,33.41,133.62,1
8,56,Male,2024-02,0,0.0,0,0,0.0,0.0,1
8,56,Male,2024-03,0,0.0,0,0,0.0,0.0,1
8,56,Male,2024-04,0,0.0,0,0,0.0,0.0,1
8,56,Male,2024-05,0,0.0,0,0,0.0,0.0,1
8,56,Male,2024-06,0,0.0,0,0,0.0,0.0,1
8,56,Male,2024-07,0,0.0,0,0,0.0,0.0,1
8,56,Male,2024-08,0,0.0,0,0,0.0,0.0,1
8,56,Male,2024-09,0,0.0,0,0,0.0,0.0,1
8,56,Male,2024-10,0,0.0,0,0,0.0,0.0,1
8,56,Male,2024-11,0,0.0,0,0,0.0,0.0,1
8,56,Male,2024-12,0,0.0,0,0,0.0,0.0,1
9,36,Male,2024-01,11,8.36,20,0,38.74,0.0,1
9,36,Male,2024-02,0,0.0,0,0,0.0,0.0,1
9,36,Male,2024-03,0,0.0,0,0,0.0,0.0,1
9,36,Male,2024-04,0,0.0,0,0,0.0,0.0,1
9,36,Male,2024-05,0,0.0,0,0,0.0,0.0,1
9,36,Male,2024-06,0,0.0,0,0,0.0,0.0,1
9,36,Male,2024-07,0,0.0,0,0,0.0,0.0,1
9,36,Male,2024-08,0,0.0,0,0,0.0,0.0,1
9,36,Male,2024-09,0,0.0,0,0,0.0,0.0,1
9,36,Male,2024-10,0,0.0,0,0,0.0,0.0,1
9,36,Male,2024-11,0,0.0,0,0,0.0,0.0,1
9,36,Male,2024-12,0,0.0,0,0,0.0,0.0,1
10,40,Female,2024-01,10,5.25,21,3,39.68,119.04,1
10,40,Female,2024-02,0,0.0,0,0,0.0,0.0,1
10,40,Female,2024-03,0,0.0,0,0,0.0,0.0,1
10,40,Female,2024-04,0,0.0,0,0,0.0,0.0,1
10,40,Female,2024-05,0,0.0,0,0,0.0,0.0,1
10,40,Female,2024-06,0,0.0,0,0,0.0,0.0,1
10,40,Female,2024-07,0,0.0,0,0,0.0,0.0,1
10,40,Female,2024-08,0,0.0,0,0,0.0,0.0,1
10,40,Female,2024-09,0,0.0,0,0,0.0,0.0,1
10,40,Female,2024-10,0,0.0,0,0,0.0,0.0,1
10,40,Female,2024-11,0,0.0,0,0,0.0,0.0,1
10,40,Female,2024-12,0,0.0,0,0,0.0,0.0,1
11,28,Female,2024-01,10,4.66,24,3,43.2,129.6,0
11,28,Female,2024-02,9,5.96,26,3,29.52,88.55,0
11,28,Female,2024-03,14,8.77,22,1,73.15,73.15,0
11,28,Female,2024-04,14,1.21,39,3,52.55,157.66,0
11,28,Female,2024-05,10,4.94,19,1,76.58,76.58,1
11,28,Female,2024-06,0,0.0,0,0,0.0,0.0,1
11,28,Female,2024-07,0,0.0,0,0,0.0,0.0,1
11,28,Female,2024-08,0,0.0,0,0,0.0,0.0,1
11,28,Female,2024-09,0,0.0,0,0,0.0,0.0,1
11,28,Female,2024-10,0,0.0,0,0,0.0,0.0,1
11,28,Female,2024-11,0,0.0,0,0,0.0,0.0,1
11,28,Female,2024-12,0,0.0,0,0,0.0,0.0,1
12,28,Female,2024-01,6,5.71,5,1,51.82,51.82,1
12,28,Female,2024-02,0,0.0,0,0,0.0,0.0,1
12,28,Female,2024-03,0,0.0,0,0,0.0,0.0,1
12,28,Female,2024-04,0,0.0,0,0,0.0,0.0,1
12,28,Female,2024-05,0,0.0,0,0,0.0,0.0,1
12,28,Female,2024-06,0,0.0,0,0,0.0,0.0,1
12,28,Female,2024-07,0,0.0,0,0,0.0,0.0,1
12,28,Female,2024-08,0,0.0,0,0,0.0,0.0,1
12,28,Female,2024-09,0,0.0,0,0,0.0,0.0,1
12,28,Female,2024-10,0,0.0,0,0,0.0,0.0,1
12,28,Female,2024-11,0,0.0,0,0,0.0,0.0,1
12,28,Female,2024-12,0,0.0,0,0,0.0,0.0,1
13,41,Female,2024-01,15,6.83,29,0,37.95,0.0,0
13,41,Female,2024-02,15,1.0,27,0,63.26,0.0,1
13,41,Female,2024-03,0,0.0,0,0,0.0,0.0,1
13,41,Female,2024-04,0,0.0,0,0,0.0,0.0,1
13,41,Female,2024-05,0,0.0,0,0,0.0,0.0,1
13,41,Female,2024-06,0,0.0,0,0,0.0,0.0,1
13,41,Female,2024-07,0,0.0,0,0,0.0,0.0,1
13,41,Female,2024-08,0,0.0,0,0,0.0,0.0,1
13,41,Female,2024-09,0,0.0,0,0,0.0,0.0,1
13,41,Female,2024-10,0,0.0,0,0,0.0,0.0,1
13,41,Female,2024-11,0,0.0,0,0,0.0,0.0,1
13,41,Female,2024-12,0,0.0,0,0,0.0,0.0,1
14,53,Female,2024-01,18,1.87,31,1,42.06,42.06,0
14,53,Female,2024-02,8,4.15,13,2,41.87,83.74,1
14,53,Female,2024-03,0,0.0,0,0,0.0,0.0,1
14,53,Female,2024-04,0,0.0,0,0,0.0,0.0,1
14,53,Female,2024-05,0,0.0,0,0,0.0,0.0,1
14,53,Female,2024-06,0,0.0,0,0,0.0,0.0,1
14,53,Female,2024-07,0,0.0,0,0,0.0,0.0,1
14,53,Female,2024-08,0,0.0,0,0,0.0,0.0,1
14,53,Female,2024-09,0,0.0,0,0,0.0,0.0,1
14,53,Female,2024-10,0,0.0,0,0,0.0,0.0,1
14,53,Female,2024-11,0,0.0,0,0,0.0,0.0,1
14,53,Female,2024-12,0,0.0,0,0,0.0,0.0,1
15,57,Male,2024-01,12,5.76,16,1,77.17,77.17,1
15,57,Male,2024-02,0,0.0,0,0,0.0,0.0,1
15,57,Male,2024-03,0,0.0,0,0,0.0,0.0,1
15,57,Male,2024-04,0,0.0,0,0,0.0,0.0,1
15,57,Male,2024-05,0,0.0,0,0,0.0,0.0,1
15,57,Male,2024-06,0,0.0,0,0,0.0,0.0,1
15,57,Male,2024-07,0,0.0,0,0,0.0,0.0,1
15,57,Male,2024-08,0,0.0,0,0,0.0,0.0,1
15,57,Male,2024-09,0,0.0,0,0,0.0,0.0,1
15,57,Male,2024-10,0,0.0,0,0,0.0,0.0,1
15,57,Male,2024-11,0,0.0,0,0,0.0,0.0,1
15,57,Male,2024-12,0,0.0,0,0,0.0,0.0,1
16,41,Female,2024-01,10,6.24,11,2,80.86,161.72,1
16,41,Female,2024-02,0,0.0,0,0,0.0,0.0,1
16,41,Female,2024-03,0,0.0,0,0,0.0,0.0,1
16,41,Female,2024-04,0,0.0,0,0,0.0,0.0,1
16,41,Female,2024-05,0,0.0,0,0,0.0,0.0,1
16,41,Female,2024-06,0,0.0,0,0,0.0,0.0,1
16,41,Female,2024-07,0,0.0,0,0,0.0,0.0,1
16,41,Female,2024-08,0,0.0,0,0,0.0,0.0,1
16,41,Female,2024-09,0,0.0,0,0,0.0,0.0,1
16,41,Female,2024-10,0,0.0,0,0,0.0,0.0,1
16,41,Female,2024-11,0,0.0,0,0,0.0,0.0,1
16,41,Female,2024-12,0,0.0,0,0,0.0,0.0,1
17,20,Female,2024-01,7,4.03,17,4,35.7,142.8,0
17,20,Female,2024-02,10,4.64,13,4,97.9,391.59,0
17,20,Female,2024-03,8,8.75,20,2,66.2,132.4,1
17,20,Female,2024-04,0,0.0,0,0,0.0,0.0,1
17,20,Female,2024-05,0,0.0,0,0,0.0,0.0,1
17,20,Female,2024-06,0,0.0,0,0,0.0,0.0,1
17,20,Female,2024-07,0,0.0,0,0,0.0,0.0,1
17,20,Female,2024-08,0,0.0,0,0,0.0,0.0,1
17,20,Female,2024-09,0,0.0,0,0,0.0,0.0,1
17,20,Female,2024-10,0,0.0,0,0,0.0,0.0,1
17,20,Female,2024-11,0,0.0,0,0,0.0,0.0,1
17,20,Female,2024-12,0,0.0,0,0,0.0,0.0,1
18,39,Female,2024-01,13,4.33,21,1,43.95,43.95,0
18,39,Female,2024-02,11,5.38,24,2,53.62,107.24,0
18,39,Female,2024-03,10,3.39,20,2,58.95,117.89,0
18,39,Female,2024-04,9,4.0,13,1,64.89,64.89,0
18,39,Female,2024-05,6,8.23,14,4,45.17,180.66,0
18,39,Female,2024-06,12,4.07,19,2,53.02,106.03,0
18,39,Female,2024-07,12,3.0,30,3,39.83,119.5,0
18,39,Female,2024-08,11,1.59,28,2,15.85,31.69,1
18,39,Female,2024-09,0,0.0,0,0,0.0,0.0,1
18,39,Female,2024-10,0,0.0,0,0,0.0,0.0,1
18,39,Female,2024-11,0,0.0,0,0,0.0,0.0,1
18,39,Female,2024-12,0,0.0,0,0,0.0,0.0,1
19,19,Male,2024-01,15,4.13,39,1,61.26,61.26,1
19,19,Male,2024-02,0,0.0,0,0,0.0,0.0,1
19,19,Male,2024-03,0,0.0,0,0,0.0,0.0,1
19,19,Male,2024-04,0,0.0,0,0,0.0,0.0,1
19,19,Male,2024-05,0,0.0,0,0,0.0,0.0,1
19,19,Male,2024-06,0,0.0,0,0,0.0,0.0,1
19,19,Male,2024-07,0,0.0,0,0,0.0,0.0,1
19,19,Male,2024-08,0,0.0,0,0,0.0,0.0,1
19,19,Male,2024-09,0,0.0,0,0,0.0,0.0,1
19,19,Male,2024-10,0,0.0,0,0,0.0,0.0,1
19,19,Male,2024-11,0,0.0,0,0,0.0,0.0,1
19,19,Male,2024-12,0,0.0,0,0,0.0,0.0,1
20,41,Male,2024-01,12,3.93,30,2,62.12,124.24,0
20,41,Male,2024-02,8,2.89,19,5,33.98,169.91,0
20,41,Male,2024-03,7,5.17,14,2,42.99,85.99,0
20,41,Male,2024-04,15,6.31,29,4,90.31,361.25,0
20,41,Male,2024-05,11,2.97,22,2,61.74,123.49,1
20,41,Male,2024-06,0,0.0,0,0,0.0,0.0,1
20,41,Male,2024-07,0,0.0,0,0,0.0,0.0,1
20,41,Male,2024-08,0,0.0,0,0,0.0,0.0,1
20,41,Male,2024-09,0,0.0,0,0,0.0,0.0,1
20,41,Male,2024-10,0,0.0,0,0,0.0,0.0,1
20,41,Male,2024-11,0,0.0,0,0,0.0,0.0,1
20,41,Male,2024-12,0,0.0,0,0,0.0,0.0,1
21,61,Male,2024-01,11,9.58,13,2,51.61,103.21,0
21,61,Male,2024-02,8,5.9,13,1,31.4,31.4,1
21,61,Male,2024-03,0,0.0,0,0,0.0,0.0,1
21,61,Male,2024-04,0,0.0,0,0,0.0,0.0,1
21,61,Male,2024-05,0,0.0,0,0,0.0,0.0,1
21,61,Male,2024-06,0,0.0,0,0,0.0,0.0,1
21,61,Male,2024-07,0,0.0,0,0,0.0,0.0,1
21,61,Male,2024-08,0,0.0,0,0,0.0,0.0,1
21,61,Male,2024-09,0,0.0,0,0,0.0,0.0,1
21,61,Male,2024-10,0,0.0,0,0,0.0,0.0,1
21,61,Male,2024-11,0,0.0,0,0,0.0,0.0,1
21,61,Male,2024-12,0,0.0,0,0,0.0,0.0,1
22,47,Male,2024-01,7,4.38,18,3,38.72,116.15,0
22,47,Male,2024-02,11,5.21,28,2,17.57,35.13,1
22,47,Male,2024-03,0,0.0,0,0,0.0,0.0,1
22,47,Male,2024-04,0,0.0,0,0,0.0,0.0,1
22,47,Male,2024-05,0,0.0,0,0,0.0,0.0,1
22,47,Male,2024-06,0,0.0,0,0,0.0,0.0,1
22,47,Male,2024-07,0,0.0,0,0,0.0,0.0,1
22,47,Male,2024-08,0,0.0,0,0,0.0,0.0,1
22,47,Male,2024-09,0,0.0,0,0,0.0,0.0,1
22,47,Male,2024-10,0,0.0,0,0,0.0,0.0,1
22,47,Male,2024-11,0,0.0,0,0,0.0,0.0,1
22,47,Male,2024-12,0,0.0,0,0,0.0,0.0,1
23,55,Female,2024-01,9,6.66,21,4,47.28,189.11,0
23,55,Female,2024-02,3,5.29,5,2,40.78,81.56,1
23,55,Female,2024-03,0,0.0,0,0,0.0,0.0,1
23,55,Female,2024-04,0,0.0,0,0,0.0,0.0,1
23,55,Female,2024-05,0,0.0,0,0,0.0,0.0,1
23,55,Female,2024-06,0,0.0,0,0,0.0,0.0,1
23,55,Female,2024-07,0,0.0,0,0,0.0,0.0,1
23,55,Female,2024-08,0,0.0,0,0,0.0,0.0,1
23,55,Female,2024-09,0,0.0,0,0,0.0,0.0,1
23,55,Female,2024-10,0,0.0,0,0,0.0,0.0,1
23,55,Female,2024-11,0,0.0,0,0,0.0,0.0,1
23,55,Female,2024-12,0,0.0,0,0,0.0,0.0,1
24,19,Female,2024-01,12,7.35,32,2,23.99,47.98,1
24,19,Female,2024-02,0,0.0,0,0,0.0,0.0,1
24,19,Female,2024-03,0,0.0,0,0,0.0,0.0,1
24,19,Female,2024-04,0,0.0,0,0,0.0,0.0,1
24,19,Female,2024-05,0,0.0,0,0,0.0,0.0,1
24,19,Female,2024-06,0,0.0,0,0,0.0,0.0,1
24,19,Female,2024-07,0,0.0,0,0,0.0,0.0,1
24,19,Female,2024-08,0,0.0,0,0,0.0,0.0,1
24,19,Female,2024-09,0,0.0,0,0,0.0,0.0,1
24,19,Female,2024-10,0,0.0,0,0,0.0,0.0,1
24,19,Female,2024-11,0,0.0,0,0,0.0,0.0,1
24,19,Female,2024-12,0,0.0,0,0,0.0,0.0,1
25,38,Male,2024-01,4,1.61,5,4,40.32,161.27,1
25,38,Male,2024-02,0,0.0,0,0,0.0,0.0,1
25,38,Male,2024-03,0,0.0,0,0,0.0,0.0,1
25,38,Male,2024-04,0,0.0,0,0,0.0,0.0,1
25,38,Male,2024-05,0,0.0,0,0,0.0,0.0,1
25,38,Male,2024-06,0,0.0,0,0,0.0,0.0,1
25,38,Male,2024-07,0,0.0,0,0,0.0,0.0,1
25,38,Male,2024-08,0,0.0,0,0,0.0,0.0,1
25,38,Male,2024-09,0,0.0,0,0,0.0,0.0,1
25,38,Male,2024-10,0,0.0,0,0,0.0,0.0,1
25,38,Male,2024-11,0,0.0,0,0,0.0,0.0,1
25,38,Male,2024-12,0,0.0,0,0,0.0,0.0,1
26,50,Other,2024-01,8,4.47,15,2,71.5,143.0,1
26,50,Other,2024-02,0,0.0,0,0,0.0,0.0,1
26,50,Other,2024-03,0,0.0,0,0,0.0,0.0,1
26,50,Other,2024-04,0,0.0,0,0,0.0,0.0,1
26,50,Other,2024-05,0,0.0,0,0,0.0,0.0,1
26,50,Other,2024-06,0,0.0,0,0,0.0,0.0,1
26,50,Other,2024-07,0,0.0,0,0,0.0,0.0,1
26,50,Other,2024-08,0,0.0,0,0,0.0,0.0,1
26,50,Other,2024-09,0,0.0,0,0,0.0,0.0,1
26,50,Other,2024-10,0,0.0,0,0,0.0,0.0,1
26,50,Other,2024-11,0,0.0,0,0,0.0,0.0,1
26,50,Other,2024-12,0,0.0,0,0,0.0,0.0,1
27,29,Female,2024-01,12,4.49,22,0,31.78,0.0,0
27,29,Female,2024-02,11,4.7,19,2,39.29,78.59,1
27,29,Female,2024-03,0,0.0,0,0,0.0,0.0,1
27,29,Female,2024-04,0,0.0,0,0,0.0,0.0,1
27,29,Female,2024-05,0,0.0,0,0,0.0,0.0,1
27,29,Female,2024-06,0,0.0,0,0,0.0,0.0,1
27,29,Female,2024-07,0,0.0,0,0,0.0,0.0,1
27,29,Female,2024-08,0,0.0,0,0,0.0,0.0,1
27,29,Female,2024-09,0,0.0,0,0,0.0,0.0,1
27,29,Female,2024-10,0,0.0,0,0,0.0,0.0,1
27,29,Female,2024-11,0,0.0,0,0,0.0,0.0,1
27,29,Female,2024-12,0,0.0,0,0,0.0,0.0,1
28,39,Male,2024-01,9,4.91,29,0,32.8,0.0,1
28,39,Male,2024-02,0,0.0,0,0,0.0,0.0,1
28,39,Male,2024-03,0,0.0,0,0,0.0,0.0,1
28,39,Male,2024-04,0,0.0,0,0,0.0,0.0,1
28,39,Male,2024-05,0,0.0,0,0,0.0,0.0,1
28,39,Male,2024-06,0,0.0,0,0,0.0,0.0,1
28,39,Male,2024-07,0,0.0,0,0,0.0,0.0,1
28,39,Male,2024-08,0,0.0,0,0,0.0,0.0,1
28,39,Male,2024-09,0,0.0,0,0,0.0,0.0,1
28,39,Male,2024-10,0,0.0,0,0,0.0,0.0,1
28,39,Male,2024-11,0,0.0,0,0,0.0,0.0,1
28,39,Male,2024-12,0,0.0,0,0,0.0,0.0,1
29,61,Male,2024-01,9,1.39,24,4,44.68,178.7,1
29,61,Male,2024-02,0,0.0,0,0,0.0,0.0,1
29,61,Male,2024-03,0,0.0,0,0,0.0,0.0,1
29,61,Male,2024-04,0,0.0,0,0,0.0,0.0,1
29,61,Male,2024-05,0,0.0,0,0,0.0,0.0,1
29,61,Male,2024-06,0,0.0,0,0,0.0,0.0,1
29,61,Male,2024-07,0,0.0,0,0,0.0,0.0,1
29,61,Male,2024-08,0,0.0,0,0,0.0,0.0,1
29,61,Male,2024-09,0,0.0,0,0,0.0,0.0,1
29,61,Male,2024-10,0,0.0,0,0,0.0,0.0,1
29,61,Male,2024-11,0,0.0,0,0,0.0,0.0,1
29,61,Male,2024-12,0,0.0,0,0,0.0,0.0,1
30,42,Male,2024-01,9,6.06,13,4,19.42,77.66,0
30,42,Male,2024-02,7,2.48,24,2,37.02,74.05,1
30,42,Male,2024-03,0,0.0,0,0,0.0,0.0,1
30,42,Male,2024-04,0,0.0,0,0,0.0,0.0,1
30,42,Male,2024-05,0,0.0,0,0,0.0,0.0,1
30,42,Male,2024-06,0,0.0,0,0,0.0,0.0,1
30,42,Male,2024-07,0,0.0,0,0,0.0,0.0,1
30,42,Male,2024-08,0,0.0,0,0,0.0,0.0,1
30,42,Male,2024-09,0,0.0,0,0,0.0,0.0,1
30,42,Male,2024-10,0,0.0,0,0,0.0,0.0,1
30,42,Male,2024-11,0,0.0,0,0,0.0,0.0,1
30,42,Male,2024-12,0,0.0,0,0,0.0,0.0,1
31,66,Male,2024-01,11,5.58,23,1,63.49,63.49,0
31,66,Male,2024-02,10,5.51,20,0,57.02,0.0,0
31,66,Male,2024-03,6,6.24,19,4,44.46,177.82,0
31,66,Male,2024-04,8,3.81,16,5,70.62,353.08,0
31,66,Male,2024-05,17,7.33,43,3,46.93,140.8,1
31,66,Male,2024-06,0,0.0,0,0,0.0,0.0,1
31,66,Male,2024-07,0,0.0,0,0,0.0,0.0,1
31,66,Male,2024-08,0,0.0,0,0,0.0,0.0,1
31,66,Male,2024-09,0,0.0,0,0,0.0,0.0,1
31,66,Male,2024-10,0,0.0,0,0,0.0,0.0,1
31,66,Male,2024-11,0,0.0,0,0,0.0,0.0,1
31,66,Male,2024-12,0,0.0,0,0,0.0,0.0,1
32,44,Male,2024-01,12,3.45,21,2,56.11,112.21,1
32,44,Male,2024-02,0,0.0,0,0,0.0,0.0,1
32,44,Male,2024-03,0,0.0,0,0,0.0,0.0,1
32,44,Male,2024-04,0,0.0,0,0,0.0,0.0,1
32,44,Male,2024-05,0,0.0,0,0,0.0,0.0,1
32,44,Male,2024-06,0,0.0,0,0,0.0,0.0,1
32,44,Male,2024-07,0,0.0,0,0,0.0,0.0,1
32,44,Male,2024-08,0,0.0,0,0,0.0,0.0,1
32,44,Male,2024-09,0,0.0,0,0,0.0,0.0,1
32,44,Male,2024-10,0,0.0,0,0,0.0,0.0,1
32,44,Male,2024-11,0,0.0,0,0,0.0,0.0,1
32,44,Male,2024-12,0,0.0,0,0,0.0,0.0,1
33,59,Male,2024-01,8,6.45,19,6,57.74,346.46,0
33,59,Male,2024-02,4,3.65,7,0,47.83,0.0,1
33,59,Male,2024-03,0,0.0,0,0,0.0,0.0,1
33,59,Male,2024-04,0,0.0,0,0,0.0,0.0,1
33,59,Male,2024-05,0,0.0,0,0,0.0,0.0,1
33,59,Male,2024-06,0,0.0,0,0,0.0,0.0,1
33,59,Male,2024-07,0,0.0,0,0,0.0,0.0,1
33,59,Male,2024-08,0,0.0,0,0,0.0,0.0,1
33,59,Male,2024-09,0,0.0,0,0,0.0,0.0,1
33,59,Male,2024-10,0,0.0,0,0,0.0,0.0,1
33,59,Male,2024-11,0,0.0,0,0,0.0,0.0,1
33,59,Male,2024-12,0,0.0,0,0,0.0,0.0,1
34,45,Male,2024-01,3,1.78,8,4,38.56,154.24,0
34,45,Male,2024-02,15,9.37,32,2,30.64,61.29,1
34,45,Male,2024-03,0,0.0,0,0,0.0,0.0,1
34,45,Male,2024-04,0,0.0,0,0,0.0,0.0,1
34,45,Male,2024-05,0,0.0,0,0,0.0,0.0,1
34,45,Male,2024-06,0,0.0,0,0,0.0,0.0,1
34,45,Male,2024-07,0,0.0,0,0,0.0,0.0,1
34,45,Male,2024-08,0,0.0,0,0,0.0,0.0,1
34,45,Male,2024-09,0,0.0,0,0,0.0,0.0,1
34,45,Male,2024-10,0,0.0,0,0,0.0,0.0,1
34,45,Male,2024-11,0,0.0,0,0,0.0,0.0,1
34,45,Male,2024-12,0,0.0,0,0,0.0,0.0,1
35,33,Male,2024-01,13,2.69,30,2,50.98,101.96,0
35,33,Male,2024-02,8,3.75,13,0,50.23,0.0,0
35,33,Male,2024-03,12,4.45,20,3,38.34,115.01,1
35,33,Male,2024-04,0,0.0,0,0,0.0,0.0,1
35,33,Male,2024-05,0,0.0,0,0,0.0,0.0,1
35,33,Male,2024-06,0,0.0,0,0,0.0,0.0,1
35,33,Male,2024-07,0,0.0,0,0,0.0,0.0,1
35,33,Male,2024-08,0,0.0,0,0,0.0,0.0,1
35,33,Male,2024-09,0,0.0,0,0,0.0,0.0,1
35,33,Male,2024-10,0,0.0,0,0,0.0,0.0,1
35,33,Male,2024-11,0,0.0,0,0,0.0,0.0,1
35,33,Male,2024-12,0,0.0,0,0,0.0,0.0,1
36,32,Female,2024-01,5,1.0,11,0,47.99,0.0,1
36,32,Female,2024-02,0,0.0,0,0,0.0,0.0,1
36,32,Female,2024-03,0,0.0,0,0,0.0,0.0,1
36,32,Female,2024-04,0,0.0,0,0,0.0,0.0,1
36,32,Female,2024-05,0,0.0,0,0,0.0,0.0,1
36,32,Female,2024-06,0,0.0,0,0,0.0,0.0,1
36,32,Female,2024-07,0,0.0,0,0,0.0,0.0,1
36,32,Female,2024-08,0,0.0,0,0,0.0,0.0,1
36,32,Female,2024-09,0,0.0,0,0,0.0,0.0,1
36,32,Female,2024-10,0,0.0,0,0,0.0,0.0,1
36,32,Female,2024-11,0,0.0,0,0,0.0,0.0,1
36,32,Female,2024-12,0,0.0,0,0,0.0,0.0,1
37,64,Male,2024-01,12,5.18,21,2,52.96,105.92,0
37,64,Male,2024-02,17,2.11,28,1,15.56,15.56,1
